Frequency (MHz),Full_Info
1.19,2000-2200 irr   HNG Nemzetisgi Rdi        D   HNG         sz
1.19,0000-2400       PHL FEBC Manila              K   FE          /KOR-db
1.2,1100-1200 Mo-Sa ROU Radio Bukarest           D   ROU
1.2,1800-1900 Mo-Sa ROU Radio Neumarkt           D   ROU
1.22,0000-0100       CHN CNR 7 Greater Bay Area   CA  CHN         zh
1.22,0100-1100       CHN CNR 7 Greater Bay Area   CA  CHN         zh
1.22,1100-1805       CHN CNR 7 Greater Bay Area   CA  CHN         zh
1.22,2055-2400       CHN CNR 7 Greater Bay Area   CA  CHN         zh
1.22,0000-2400       IRN IRIB Voice of I.R.Iran   A   ME          ke
1.24,1300-1400       VTN Voice of Vietnam         LAO SEA         t
1.24,1400-1430       VTN Voice of Vietnam         KH  SEA         t
1.24,1430-1500       VTN Voice of Vietnam         T   SEA         t
1.24,1500-1600       VTN Voice of Vietnam         VN  SEA         t
1.25,1630-1650       J   NHK Radio Japan          FS  IRN         /TJK-y
1.25,1700-1720       J   NHK Radio Japan          UR  SAs         /TJK-y
1.27,1100-1200       CHN China Radio Int.         E   SEA         xw
1.27,1200-1300       CHN China Radio Int.         E   SEA         xw
1.27,1300-1400       CHN China Radio Int.         HI  SAs         xw
1.27,1400-1500       CHN China Radio Int.         BE  SAs         xw
1.27,1600-1700       CHN China Radio Int.         HI  SAs         xw
1.27,1700-1800       CHN China Radio Int.         HI  SAs         xw
1.3,1100-1200       CHN China Radio Int.         VN  SEA         k
1.3,1200-1300       CHN China Radio Int.         VN  SEA         k
1.3,1300-1400       CHN China Radio Int.         VN  SEA         k
1.3,1400-1500       CHN China Radio Int.         VN  SEA         k
1.3,1500-1600       CHN China Radio Int.         VN  SEA         k
1.3,1600-1700       CHN China Radio Int.         VN  SEA         k
1.31,1100-1200 Mo-Sa ROU Radio Bukarest           D   ROU
1.32,1100-1200       CHN China Radio Int.         R   FE          hu
1.32,1100-1200       CHN China Radio Int.         R   FE          sy
1.32,1100-1300       CHN China Radio Int.         K   FE          hd
1.32,1200-1300       CHN China Radio Int.         MO  FE          hu
1.32,1200-1300       CHN China Radio Int.         R   FE          sy
1.32,1300-1400       CHN China Radio Int.         K   FE          hd
1.32,1300-1400       CHN China Radio Int.         R   FE          hu
1.32,1300-1400       CHN China Radio Int.         R   FE          sy
1.32,1400-1500       CHN China Radio Int.         K   FE          hd
1.32,1400-1500       CHN China Radio Int.         R   FE          hu
1.32,1400-1500       CHN China Radio Int.         R   FE          sy
1.32,1500-1600       CHN China Radio Int.         E   SAs         hu
1.32,1500-1600       CHN China Radio Int.         K   FE          hd
1.32,1500-1600       CHN China Radio Int.         R   FE          sy
1.32,1600-1700       CHN China Radio Int.         E   SAs         hu
1.32,1700-1800       CHN China Radio Int.         E   SAs         hu
1.32,2100-2300       CHN China Radio Int.         K   FE          hd
1.32,1700-2110       I   IRRS Milano              E   CEu         p
1.32,0050-0520       IRN IRIB Voice of I.R.Iran   AZ  ME          j
1.32,0520-0920       IRN IRIB Voice of I.R.Iran   AZ  ME          j
1.32,1420-1650       IRN IRIB Voice of I.R.Iran   AZ  ME          j
1.32,1100-1200 Mo-Sa ROU Radio Bukarest           D   ROU
1.32,1800-1900 Mo-Sa ROU Radio Neumarkt           D   ROU
1.34,1130-1200       CHN China Radio Int.         TAG SEA         gz
1.34,1200-1300       CHN China Radio Int.         E   SEA         gz
1.34,1300-1400       CHN China Radio Int.         E   SEA         gz
1.34,1430-1500       CHN China Radio Int.         TAG SEA         gz
1.35,0600-0800       HNG Nemzetisgi Rdi        HR  HNG         g
1.35,0800-1000       HNG Nemzetisgi Rdi        D   HNG         g
1.35,1100-1130 Sa    HNG Nemzetisgi Rdi        AR  HNG         g
1.35,1100-1130 We    HNG Nemzetisgi Rdi        BU  HNG         g
1.35,1100-1130 Th    HNG Nemzetisgi Rdi        GR  HNG         g
1.35,1100-1130 Tu    HNG Nemzetisgi Rdi        RU  HNG         g
1.35,1100-1130 Mo    HNG Nemzetisgi Rdi        SV  HNG         g
1.35,1100-1130 Fr    HNG Nemzetisgi Rdi        UK  HNG         g
1.35,1130-1200 Sa    HNG Nemzetisgi Rdi        PO  HNG         g
1.35,2000-2200 irr   HNG Nemzetisgi Rdi        D   HNG         g
1.35,1800-2030       USA Trans World Radio        A   ME          /ARM
1.38,0600-0850 We-Mo CHN China National Radio 1   M   WNW         xy
1.38,0850-1805       CHN China National Radio 1   M   WNW         xy
1.38,2023-0600       CHN China National Radio 1   M   WNW         xy
1.38,0000-0030       CHN China National Radio 1   M   CHN         t
1.38,2230-2300       CHN China National Radio 1   M   CHN         t
1.38,0030-0300       CHN Xizang RTV               M   CHN         t
1.38,0300-0600       CHN Xizang RTV               M   CHN         t
1.38,0600-0900 We-Mo CHN Xizang RTV               M   CHN         t
1.38,0900-1000 We-Mo CHN Xizang RTV               M   CHN         t
1.38,1000-1800       CHN Xizang RTV               M   CHN         t
1.38,2000-2100 We-Mo CHN Xizang RTV               M   CHN         t
1.38,2100-2230       CHN Xizang RTV               M   CHN         t
1.38,2300-2400       CHN Xizang RTV               M   CHN         t
1.38,1710-1725       USA Trans World Radio        TK  CAs         /ARM
1.38,1725-1740       USA Trans World Radio        KZ  CAs         /ARM
1.38,1740-1755       USA Trans World Radio        KPK CAs         /ARM
1.38,1700-1830       USA Trans World Radio        FS  IRN         /ARM
1.38,1830-1945       USA Trans World Radio        UK  UKR         /ARM
1.39,1830-1900       G   BBC                      R   EEu         /LTU-v
1.39,1900-2000       G   BBC                      E   EEu         /LTU-v
1.39,2000-2030       G   BBC                      R   EEu         /LTU-v
1.39,2030-2100       G   BBC                      E   EEu         /LTU-v
1.39,0330-0350       J   NHK Radio Japan          R   EEu         /LTU-v
1.39,1500-1515 Mo-Fr J   NHK Radio Japan          R   EEu         /LTU-v
1.39,1500-1520 SaSu  J   NHK Radio Japan          R   EEu         /LTU-v
1.39,1730-1750       J   NHK Radio Japan          R   EEu         /LTU-v
1.39,0400-0500       POL Polskie Radio            BY  BLR         /LTU-v
1.39,0500-0530       POL Polskie Radio            UK  BLR         /LTU-v
1.39,1300-1400       POL Polskie Radio            E   EEu         /LTU-v
1.39,1530-1600       POL Polskie Radio            PO  BLR         /LTU-v
1.39,1600-1630       POL Polskie Radio            R   BLR         /LTU-v
1.39,1630-1700       POL Polskie Radio            D   EEu         /LTU-v
1.39,0000-0008 Tu-Su UKR Ukrainian Radio          HU  EEu         /LTU-v
1.39,0200-0208 Tu-Sa UKR Ukrainian Radio          BY  EEu         /LTU-v
1.39,2100-2128       UKR Ukrainian Radio          RO  EEu         /LTU-v
1.39,2128-0330       UKR Ukrainian Radio          UK  EEu         /LTU-v
1.39,2200-2208 Mo-Th UKR Ukrainian Radio          BU  EEu         /LTU-v
1.39,2300-2308 Tu-Fr UKR Ukrainian Radio          SK  EEu         /LTU-v
1.39,0530-0830       USA Radio Liberty            R   EEu         /LTU-v
1.4,1420-1820       IRN IRIB Voice of I.R.Iran   TK  CAs         g
1.4,1800-1820       J   NHK Radio Japan          FS  ME          /ARM
1.4,1830-2030       USA Adventist World Radio    A   ME          /ARM
1.41,0030-0100       G   BBC                      DR  AFG         /OMA-a
1.41,0100-0200       G   BBC                      E   SAs         /OMA-a
1.41,0200-0230       G   BBC                      E   SAs         /OMA-a
1.41,0230-0300       G   BBC                      E   ME          /OMA-a
1.41,0300-0400       G   BBC                      E   ME          /OMA-a
1.41,0400-0500       G   BBC                      E   ME          /OMA-a
1.41,1300-1400       G   BBC                      E   SAs         /OMA-a
1.41,1400-1500       G   BBC                      E   SAs         /OMA-a
1.41,1500-1600       G   BBC                      E   SAs         /OMA-a
1.41,1600-1700       G   BBC                      E   ME          /OMA-a
1.41,1700-1800       G   BBC                      E   SAs         /OMA-a
1.41,1800-1900       G   BBC                      PS  AFG         /OMA-a
1.41,1900-2000       G   BBC                      E   ME          /OMA-a
1.41,2000-2100       G   BBC                      E   ME          /OMA-a
1.41,1700-2100       RUS Vesti FM                 R   EEu         /MDA
1.42,0700-0800       CHN China National Radio 1   M   CHN         ka
1.42,0900-1100       CHN China National Radio 1   M   CHN         ka
1.42,1300-1400       CHN China Radio Int.         HI  SAs         ka
1.42,1400-1500       CHN China Radio Int.         UR  SAs         ka
1.42,1500-1600       CHN China Radio Int.         UR  SAs         ka
1.42,1600-1700       CHN China Radio Int.         HI  SAs         ka
1.42,0100-0200 Fr    TWN Radio Taiwan Int.        IN  FE          m
1.42,0100-0200 Th    TWN Radio Taiwan Int.        T   FE          m
1.42,0100-0200 We    TWN Radio Taiwan Int.        VN  FE          m
1.42,1200-1300 Th    TWN Radio Taiwan Int.        IN  FE          m
1.42,1200-1300 We    TWN Radio Taiwan Int.        T   FE          m
1.42,1200-1300 Tu    TWN Radio Taiwan Int.        VN  FE          m
1.43,1530-1600       USA Voice of America         E   EAf         /DJI-d
1.43,1600-1700       USA Voice of America         E   EAf         /DJI-d
1.43,1700-1800       USA Voice of America         SO  EAf         /DJI-d
1.43,1800-1830       USA Voice of America         E   EAf         /DJI-d
1.43,1830-1930       USA Voice of America         F   Af          /DJI-d
1.43,1930-2000       USA Voice of America         F   Af          /DJI-d
1.43,2000-2030       USA Voice of America         F   Af          /DJI-d
1.43,2030-2100       USA Voice of America         E   EAf         /DJI-d
1.43,2100-2130 SaSu  USA Voice of America         E   EAf         /DJI-d
1.43,2100-2130 Mo-Fr USA Voice of America         F   Af          /DJI-d
1.43,2130-0330       USA Voice of America         E   Af          /DJI-d
1.45,1420-1820       IRN IRIB Voice of I.R.Iran   TK  CAs         b
1.47,1330-1400 Su    IND Trans World Radio        KS  SAs         /KGZ
1.47,1330-1400 Mo-Sa IND Trans World Radio        UR  SAs         /KGZ
1.47,1400-1415 Sa    IND Trans World Radio        KNG SAs         /KGZ
1.47,1400-1430 Su    IND Trans World Radio        HZ  SAs         /KGZ
1.47,1400-1430 Th    IND Trans World Radio        PS  SAs         /KGZ
1.47,1400-1430 Mo-We IND Trans World Radio        UR  SAs         /KGZ
1.47,1415-1430 Sa    IND Trans World Radio        SIR SAs         /KGZ
1.47,1430-1445 Th-Sa IND Trans World Radio        HZ  SAs         /KGZ
1.47,1430-1445 Tu    IND Trans World Radio        PJ  SAs         /KGZ
1.47,1430-1445 We    IND Trans World Radio        SD  SAs         /KGZ
1.47,1430-1445 Su-Mo IND Trans World Radio        UR  SAs         /KGZ
1.47,1445-1500       IND Trans World Radio        UR  SAs         /KGZ
1.47,1500-1530       IND Trans World Radio        DR  AFG         /KGZ
1.47,"1530-1545 Tu,Th IND Trans World Radio        DR  AFG         /KGZ"
1.47,1530-1545 13567 IND Trans World Radio        PS  AFG         /KGZ
1.47,1545-1630       IND Trans World Radio        PS  AFG         /KGZ
1.47,1630-1645       IND Trans World Radio        TJ  AFG         /KGZ
1.47,"1645-1710 Mo,Fr IND Trans World Radio        FS  AFG         /KGZ"
1.47,1645-1715 Su    IND Trans World Radio        DR  AFG         /KGZ
1.47,1645-1715 2346  IND Trans World Radio        FS  AFG         /KGZ
1.47,"1710-1715 Mo,Fr IND Trans World Radio        DR  AFG         /KGZ"
1.47,2015-2045       USA Trans World Radio        KB  NAf         /F-ro
1.47,2045-2200       USA Trans World Radio        A   NAf         /F-ro
1.48,0419-0530 Mo-Fr SWZ Trans World Radio        HA  NIG         /BEN-p
1.48,0530-0646 Mo-Fr SWZ Trans World Radio        IG  NIG         /BEN-p
1.48,1756-1826 Mo-Fr SWZ Trans World Radio        E   NIG         /BEN-p
1.48,1826-1918       SWZ Trans World Radio        E   NIG         /BEN-p
1.48,1918-1931 Sa    SWZ Trans World Radio        E   NIG         /BEN-p
1.48,1918-1935 Mo-Fr SWZ Trans World Radio        E   NIG         /BEN-p
1.48,1918-1935 Su    SWZ Trans World Radio        HA  NIG         /BEN-p
1.48,1933-1955 Sa    SWZ Trans World Radio        YO  NIG         /BEN-p
1.48,1938-1955 Su    SWZ Trans World Radio        YO  NIG         /BEN-p
1.48,1938-2010 Mo-Fr SWZ Trans World Radio        YO  NIG         /BEN-p
1.48,1956-2012 Sa    SWZ Trans World Radio        KNU NIG         /BEN-p
1.48,1957-2012 Su    SWZ Trans World Radio        KNU NIG         /BEN-p
1.48,2011-2027 1245  SWZ Trans World Radio        KNU NIG         /BEN-p
1.48,2014-2044 Su    SWZ Trans World Radio        FU  WAf         /BEN-p
1.48,2029-2049 Mo-Tu SWZ Trans World Radio        FU  WAf         /BEN-p
1.52,0000-0100       CHN China Radio Int.         R   Sib         hu
1.52,0100-0200       CHN China Radio Int.         R   CAs         hu
1.52,1100-1200       CHN China Radio Int.         R   CAs         hu
1.52,1200-1300       CHN China Radio Int.         R   CAs         hu
1.52,1300-1400       CHN China Radio Int.         R   CAs         hu
1.52,1400-1500       CHN China Radio Int.         R   CAs         hu
1.52,1500-1600       CHN China Radio Int.         R   CAs         hu
1.52,1600-1700       CHN China Radio Int.         R   CAs         hu
1.52,1700-1800       CHN China Radio Int.         R   CAs         hu
1.52,1800-1900       CHN China Radio Int.         R   CAs         hu
1.52,1900-2000       CHN China Radio Int.         R   CAs         hu
1.53,0000-2400       CLM Alcaravan Radio          S   SAm         pl
1.56,0900-1700       CHN CNR1 DIGITAL             M   FE          zn
1.56,1100-1200       KOR KBS World Radio          M   FE          /TWN-k
1.56,0800-0900       TWN Radio Taiwan Int.        VN  SEA         k
1.56,0900-1000       TWN Radio Taiwan Int.        M   FE          k
1.56,1000-1100       TWN Radio Taiwan Int.        M   FE          k
1.56,1200-1300       TWN Radio Taiwan Int.        M   FE          k
1.56,1300-1400       TWN Radio Taiwan Int.        M   FE          k
1.56,1400-1500       TWN Radio Taiwan Int.        M   FE          k
1.56,1500-1600       TWN Radio Taiwan Int.        M   FE          k
1.56,1600-1700       TWN Radio Taiwan Int.        M   FE          k
1.56,2300-2400       TWN Radio Taiwan Int.        VN  SEA         k
1.57,1100-1230       CHN Chinese Jammer           M   FE          ya
1.57,1345-1600       CHN Chinese Jammer           M   FE          ya
1.57,1830-1900       CHN Chinese Jammer           M   FE          ya
1.57,1100-1230       HKG FEBC Radio Liangyou      M   CHN         /KOR-j
1.57,1345-1630       HKG FEBC Radio Liangyou      M   CHN         /KOR-j
1.57,1230-1345       PHL FEBC Manila              J   J           /KOR-j
1.57,1630-1700       PHL FEBC Manila              R   FE          /KOR-j
1.57,1700-1000       PHL FEBC Manila              K   FE          /KOR-j
1.57,1916-1946 Mo-Fr SWZ Trans World Radio        TWI WAf         /BEN-p
1.57,1946-1955 Mo-Fr SWZ Trans World Radio        -MX WAf         /BEN-p
1.57,1955-2010 Mo    SWZ Trans World Radio        DEN WAf         /BEN-p
1.57,1955-2010 Sa    SWZ Trans World Radio        DIT WAf         /BEN-p
1.57,1955-2010 We    SWZ Trans World Radio        F   WAf         /BEN-p
1.57,1955-2010 Su    SWZ Trans World Radio        LOK WAf         /BEN-p
1.57,1955-2025 Th    SWZ Trans World Radio        BM  WAf         /BEN-p
1.57,1955-2025 Fr    SWZ Trans World Radio        KIS WAf         /BEN-p
1.57,1955-2025 Tu    SWZ Trans World Radio        SFO WAf         /BEN-p
1.57,2010-2025 Sa    SWZ Trans World Radio        DY  WAf         /BEN-p
1.57,2010-2025 Mo    SWZ Trans World Radio        FON WAf         /BEN-p
1.57,2010-2025 We    SWZ Trans World Radio        SFO WAf         /BEN-p
1.57,2010-2025 Su    SWZ Trans World Radio        TWI WAf         /BEN-p
1.57,2025-2040 Su    SWZ Trans World Radio        DEN WAf         /BEN-p
1.57,2025-2040 Sa    SWZ Trans World Radio        TMJ WAf         /BEN-p
1.57,2025-2055 Mo-Fr SWZ Trans World Radio        FON WAf         /BEN-p
1.57,2040-2055 Su    SWZ Trans World Radio        BRB WAf         /BEN-p
1.57,2040-2125 Sa    SWZ Trans World Radio        BM  WAf         /BEN-p
1.57,2055-2110 Th    SWZ Trans World Radio        BRB WAf         /BEN-p
1.57,2055-2110 Mo    SWZ Trans World Radio        DEN WAf         /BEN-p
1.57,2055-2110 Tu-We SWZ Trans World Radio        FON WAf         /BEN-p
